Id,Category,Title,Description,Price,Link,Rating,Image_1,Image_2,Image_3,Image_4
237,Gaming Keyboards,Razer BlackWidow V4 Pro Full Size Mechanical Green Switch Gaming Keyboard with Razer Chroma™ RGB,"Razer™ Green Mechanical Switches for precise execution with a clicky, tactile feel
Immersive Underglow and Per-Key Lighting powered by Razer Chroma™ RGB
Razer™ Command Dial and 8 Dedicated Macro Keys for maximum command at your fingertips
Magnetic Plush Leatherette Wrist Rest with Underglow for extra gaming comfort and flair
Doubleshot ABS Keycaps to withstand intense use
Multi-Function Roller and 4 Media Keys for convenient control",229.99,https://www.newegg.com/p/26J-05FW-00002,0,./productsNewgg/Item_237.1.png,./productsNewgg/Item_237.2.png,./productsNewgg/Item_237.3.png,./productsNewgg/Item_237.4.png
238,Gaming Keyboards,"MSI Vigor GK50 Elite LL Mechanical Gaming Keyboard - Kailh Blue Switches (Clicky), Ergonomic Keycaps, Brushed Metal Finish, Anti-Slip Base, Per-Key RGB Mystic Light, USB 2.0 - Full-Sized","• Superior Luxury Build: Brushed aluminum top plate with a durable bottom plate with integrated cable routing and completed with a gold-plated USB connector.
• Kailh Blue Switches: Experience the best crisp clicky switches on the market. These are IP56 waterproof/dustproof with a 50g Actuation Force and 1.9mm Actuation Point.
• 104 Keys + Octagonal Shaped Keycaps: Every single option at your disposal, from Print Screen, Page Down, F-Keys, and Setting Keys. Enjoy octagonal keycaps that provide ample space for your finger to rest on for the ultimate comfort.
• Brilliant Per-Key RGB Lighting: Revel in over 16 million colors with the GK50 Elite. Access different lighting colors and effects with the standalone keys or download RGB Mystic Light to fully customize your keyboard.",59.99,https://www.newegg.com/msi-vigor-gk50-elite-ll-s11-04us256-cla-mechanical-keyboard-kailh-blue/p/N82E16823167039,4.6,./productsNewgg/Item_238.1.png,./productsNewgg/Item_238.2.png,./productsNewgg/Item_238.3.png,./productsNewgg/Item_238.4.png
239,Gaming Keyboards,"RK Royal Kludge RKF68 Foldable Mechanical Keyboard Dual Mode Wireless Bluetooth, 68 Keys Mini Keyboard. RK Red Black","Foldable Mechanical Keyboard 60 percent - Believe it or not, this is the first generation of foldable bluetooth keyboard with mechanical switches on the market.
Reinforced But Thin Aluminum Body - Makes the keyboard more stable and textured, thanks to the metal case.
Built-in Stand Holder - For iPad, tablet, phone, gives you perfect screen angle. What's more, the holder can magnetically attach to the foldable keyboard.
Low Profile Mechanical Switches - Offers the speed, accuracy and performance of a mechanical red switch at half the height. The portable keyboard with the red switch features a quiet and linear typing experience. The soft, top-to-bottom feedback offers easier and smoother use than other tactile switches.
Wireless/Wired Mode - Connects with up to 5 devices via Bluetooth 5.1 Mode. The Small Wireless Gaming Keyboard also has wired mode with USB Type-A to USB Type-C cable.
Durable Battery - Up to 200 hours with nonstop using under backlight off status.",39.99,https://www.newegg.com/rk-royal-kludge-keyboard-rk-red-black/p/32N-04ND-000E0,4,./productsNewgg/Item_239.1.png,./productsNewgg/Item_239.2.png,./productsNewgg/Item_239.3.png,./productsNewgg/Item_239.4.png
240,Gaming Keyboards,Logitech G915 X LIGHTSPEED Tactile Wireless Full-Size Gaming Keyboard - White,"Connect with best-in-class 2.4 GHz LIGHTSPEED wireless, Bluetooth, or USB-C wired data mode
KEYCONTROL, 9 advanced G keys, media controls, volume roller, numpad
Low-profile GL mechanical switches
Up to 36h of battery life w/ RGB at 100%, up to 90h of battery life w/ RGB at 50%, and up to 800h w/ RGB off; play while charging via USB-C
23mm High",229.99,https://www.newegg.com/p/N82E16823126751,0,./productsNewgg/Item_240.1.png,./productsNewgg/Item_240.2.png,./productsNewgg/Item_240.3.png,./productsNewgg/Item_240.4.png
241,Gaming Keyboards,"Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported","Slim Fresh K617: Redragon's new 60% layout wired keyboard in a refreshing style with a no-brainer deal economic offer. Compact 61 keys with selected keycaps, dedicated for FPS Gamers and efficient working.
Hot-Swappable Red Switches: Most quiet mechanical switch, linear and soft key travel makes every click easy to register. Hot-swappable with other Redragon switches.
Vibrant RGB: Up to 20 presets backlighting modes are free to be chosen. Brightness and flowing speed are also adjustable. Select your own preferred modes for any playing.
Pro Software Customizable: Expand your options using the available software to design your own new modes and effects found on redragonshop. Macros with different keybindings or shortcuts for more efficient work and gaming.
Dedicated for FPS Gamer: Place the keyboard proper straight on your desktop and no more crooked way for mouse space-saving, your mouse will never hit the keyboard anymore. Enjoy waving the mouse without any worries.",59.99,https://www.newegg.com/redragon-k617-red-switch-grey/p/32N-0003-00175,4.6,./productsNewgg/Item_241.1.png,./productsNewgg/Item_241.2.png,./productsNewgg/Item_241.3.png,./productsNewgg/Item_241.4.png
242,Gaming Keyboards,"Logitech G PRO Mechanical Gaming Keyboard, Ultra Portable Tenkeyless Design, Detachable Micro USB Cable, 16.8 Million Color LIGHTSYNC RGB Backlit Keys","Built with and for esports athletes for competition-level performance, speed and precision.
Durable GX Blue Click switches deliver an audible and tactile click for a solid, secure keypress.
Ultra-portable compact ten keyless design frees up table space for mouse movement. It’s easy to pack up and transport to tournaments.
Use LIGHTSYNC to highlight keys and program static lighting patterns to onboard memory for tournament systems that don’t allow G HUB installations.
Detachable Micro USB cables feature a three-pronged design for an easy, secure connection and safe transport in your travel bag.
3-step angle adjustment for additional levels of comfort, plus rubber feet for excellent stability during intense gaming.",59.99,https://www.newegg.com/p/0GA-0001-00DJ7,5,./productsNewgg/Item_242.1.png,./productsNewgg/Item_242.2.png,./productsNewgg/Item_242.3.png,./productsNewgg/Item_242.4.png
243,Gaming Keyboards,"RK ROYAL KLUDGE H81 Hot Swappable Mechanical Keyboard, Triple Mode 2.4Ghz/BT5.1/USB-C Knob Control Wireless Gaming Keyboard Gasket Mounted with RGB Backlit SkyCyan Switch, 75% Layout 81 Keys","[Gasket Mount Keyboard] - This 75% Layout tkl mechanical keyboard uses a gasket material on the keyboard plate's top and bottom edges without being in direct contact with the case
[Multi-device Connection] - It can connect up to 3 devices via bluetooth at the same time and switch between them by knob easily[RK Linear SkyCyan Switch] - This hot swappable mechanical keyboard has the same force at both the beginning and end of each stroke, as silent as red switch, but more tight feeling, that you can enjoy more accurate, cleaner, smoother touch.
[3750mAh High-capacity Battery] - RKH81 keyboard is powered by a 3750mAh high-capacity battery.You can easily go through 7 days of daily use to satisfy your productivity and entertainment needs.
[RGB Backlit] Choose from charming - rainbow RGB effects and personalize the illumination with windows software to match any style.",59.99,https://www.newegg.com/rk-royal-kludge-rkh81-red-switch-white/p/32N-04ND-00019,5,./productsNewgg/Item_243.1.png,./productsNewgg/Item_243.2.png,./productsNewgg/Item_243.3.png,./productsNewgg/Item_243.4.png
244,Gaming Keyboards,"ASUS ROG Azoth Extreme 75 Custom Gaming Keyboard, Aluminum Chassis, Carbon Fiber Positioning Plate, Adjustable Gasket Mount, 3-Layer Dampening, Color OLED Touchscreen, ROG NX Snow Switches, PBT Keycaps","Superior build quality: Crafted aluminum alloy chassis with metal frame for a premium look while maintaining top-tier wireless performance
Carbon fiber positioning plate: Delivers a crispy typing feel and acoustics, simultaneously reducing keystroke vibrations effectively
Adjustable gasket mount: Easily toggle between two cushioned typing feels via a quick-flip switch
Full-color OLED touchscreen: View system info and customize keyboard settings; built-in three-way knob allows for instant adjustments.
Extended silicone wrist rest: Ensures comfortable typing experiences, and retains firmness over time
Tri-mode connection: Use Bluetooth® to connect and switch between three devices at a time, low-latency 2.4 GHz RF wireless mode, or standard wired USB
Enhanced typing experiences: Pre-lubed ROG NX mechanical switches and sound-dampening foams provide smoother keystrokes with better acoustics",499.99,https://www.newegg.com/asus-rog-azoth-extreme-m702-azoth-extreme-nxsw-ca-pbt-mechanical-keyboard-rog-nx-mechanical-switch/p/N82E16823193157,5,./productsNewgg/Item_244.1.png,./productsNewgg/Item_244.2.png,./productsNewgg/Item_244.3.png,./productsNewgg/Item_244.4.png
245,Gaming Keyboards,RK ROYAL KLUDGE RK98 Wireless Mechanical Keyboard Triple Mode 2.4G/BT5.1/USB-C 100 Keys Hot Swappable RGB Backlit 3750mAh Battery Gaming Keyboard Ergonomic Design Blue Switch,"100 Keys Compact Layout & Four IndicatorsThe newly added four indicators can make it clearer the status of the keyboard and remind you to charge.
Three Modes Connection & Both USB and Type C InterfacesRK98 mechanical keyboard has three connection modes: Wired, Bluetooth, 2.4GHz, easily switch between 3 different wireless devices.
Hot Swappable Brown SwitchesHot-swap PCB allows you to replace 3 pins/5 pins switches freely without a soldering issue.
Ergonomic Design & Offset Arrow KeysAnti-slip and two-stage adjustable tilt outriggers, available in two different heights according to different needs.The sunken design reduces the possibility of accidental touches, improves typing efficiency, and enhances the gaming experience.
Long Battery Life & Customizable RGB Lighting3750mAh large-capacity sustainable charging crushes most high-priced keyboards. In Bluetooth mode, the battery life is 168 hours with lights off and 32 hours with lights on.",59.99,https://www.newegg.com/rk-royal-kludge-mechanical-gaming-keybord-blue-switch-white/p/32N-04ND-000T6,5,./productsNewgg/Item_245.1.png,./productsNewgg/Item_245.2.png,./productsNewgg/Item_245.3.png,./productsNewgg/Item_245.4.png
246,Gaming Keyboards,"RK ROYAL KLUDGE RK71 Mechanical Keyboard - 71 Keys 70% Layout Compact Wireless Computer Keyboard, RGB Backlit Gaming Keyboard, BT5.0/USB/2.4G Modes for Windows PC Laptop, Hot Swappable Brown Switch","[71 Keys Compact Small Keyboard] -- The RK71 is an ultra-compact 70% layout keyboard, offering a smaller footprint and saving valuable desktop space for users.
[Unique RGB Backlight & Sidelight] -- With 6 side lights on both sides, the RK71 gaming keyboard offers 10 exclusive stunning RGB effects. Additionally, the keyboard has 21 RGB backlight modes, and further customization is possible through the RK ROYAL KLUDGE software, providing a unique and visually pleasing experience.
[3 Modes of Connection] -- The RK71 mini-size keyboard offers three connection modes: wired, Bluetooth 5.0, and 2.4GHz. It features a Type C interface and a Type C to USB data cable, ensuring compatibility with various devices.
[Wide Compatibility & Long Battery Life] -- The 70% keyboard is highly compatible with Windows, Mac, iOS, Android, and iPad.
[Programmable Macros Function] -- The compact keyboard layout supports N-key rollover, allowing all 71 keys to be remapped for intricate commands.",59.99,https://www.newegg.com/rk-royal-kludge-mechanical-gaming-keyboard-brown-switch-green/p/32N-04ND-000W6,0,./productsNewgg/Item_246.1.png,./productsNewgg/Item_246.2.png,./productsNewgg/Item_246.3.png,./productsNewgg/Item_246.4.png
247,Gaming Keyboards,"MSI FORGE GK300 COMBO - BLUE SWITCHES Gaming Keyboard & Gaming Mouse, Anti-Ghosting, Ergonomic Keycaps, 9-Mode RGB, up to 7,200 DPI, Black","The durable & dustproof mechanical switches offer a tactile and audible click when typing for a satisfying experience.
Convenient hotkeys allow you to change lighting effects, media controls, and access widgets with ease.
Up to 26-key anti-ghosting allows for simultaneous key presses, ensuring accurate reactions in gaming.
The ergonomic high low keycap design keeps your hands and wrists in a natural position, reducing strain while gaming.
Two keyboard feet support a tilt angle to ensure a more comfortable wrist position during gaming sessions.
Enjoy years of gaming with main button switches rated for over 10 Million clicks.
An optical sensor provides up to 7,200 DPI to deliver precise tracking.
Instantly cycle through 4 DPI presets to adjust your accuracy for every situation.
This mouse is favorable for both palm and claw grip styles, and friendly for left-handed users, thanks to the symmetrical design.
Lighten the mood by playing predefined effects for the preferred vibe.",59.99,https://www.newegg.com/msi-forge-gk300-combo-blue-switches-forgegk300c-mechanical-keyboard-mechanical-blue-switches/p/N82E16823167060,4.4,./productsNewgg/Item_247.1.png,./productsNewgg/Item_247.2.png,./productsNewgg/Item_247.3.png,./productsNewgg/Item_247.4.png
248,Gaming Keyboards,RK ROYAL KLUDGE R87 Pro Wired Gaming Keyboard Gasket Mechanical Keyboard RGB Hot Swappable Knob Backlit Gaming Keyboard 88 Keys TKL Gasket Mounted Custom Keyboard with QMK/VIA Brown Switch,"Hot Swappable Knob Design: The exquisite CNC metal knob of mechanical keyboard is hot-swap (easy to replace) and programmable (redefine knob function).
75% Mechanical Keyboard: Compared with full-size keyboard, 88-key 75% tkl keyboard is compact and retains main key required, making the mechanical keyboard lighter and saving desktop space.
QMK/VIA Custom Mechanical Keyboard: QMK/VIA firmware enables users to redefine R87 Pro gaming keyboard easily; With the VIA driver, the keyboard functions such as key remaps, shortcut keys, macro definitions, and backlight effects can be deeply customized.
RGB Backlit: The RGB gaming keyboard can provide over 15 built-in colorful backlight effect, enhance gaming atmosphere with different backlight effects; Key combination supports to adjust backlight brightness/speed settings and record customizing backlit.
Gasket Structure: R87 Pro mechanical keyboard features a gasket structure and contains 5-layer shock-absorbing internal design.",59.99,https://www.newegg.com/rk-royal-kludge-mechanical-keyboard-r87-pro-rk-brown/p/32N-04ND-00113,0,./productsNewgg/Item_248.1.png,./productsNewgg/Item_248.2.png,./productsNewgg/Item_248.3.png,./productsNewgg/Item_248.4.png
249,Gaming Keyboards,SteelSeries Apex 3 RGB Gaming Keyboard – 10-Zone RGB Illumination – IP32 Water Resistant – Premium Magnetic Wrist Rest (Whisper Quiet Gaming Switch),"IP32 Water Resistant – Prevents accidental damage from liquid spills
10-Zone RGB Illumination – Gorgeous color schemes and reactive effects
Whisper Quiet Gaming Switches – Nearly silent use for 20 million low-friction keypresses
Premium Magnetic Wrist Rest – Provides full palm support and comfort
Dedicated Multimedia Controls – Adjust volume and settings on the fly",59.99,https://www.newegg.com/steelseries-apex-3-64795-whisper-quiet-mechanical-keyboard/p/N82E16823239056,4.5,./productsNewgg/Item_249.1.png,,,
250,Gaming Keyboards,RK ROYAL KLUDGE 104 Keys PBT Keycaps Thick PBT Double Shot Gaming Keycaps for Mechanical Keyboards Keyboard Keys 104 87 61 (Color Random),"Warm Tips: Keycaps only, The keyboard in the picture is only for the demo and is not for sale.
Attention: It is only suitable for the keycaps of some 61, 87, and 104 keys. Please read carefully before order.
Rugged and Durable: The keycaps are made of 1.2mm thick PBT keycaps, and the OEM height makes you more comfortable to use and feels excellent.
High-quality PBT: With high-quality PBT keycaps and an anti-grease coating, these 104-key keycaps provide top-notch durability and a great feel for your typing.
Ergonomics: Suspended high keycap, curved layout, ergonomic design, bring you a lasting and comfortable experience.",2.99,https://www.newegg.com/p/32N-04ND-000R3,0,./productsNewgg/Item_250.1.png,./productsNewgg/Item_250.2.png,./productsNewgg/Item_250.3.png,./productsNewgg/Item_250.4.png
251,Gaming Keyboards,"RK ROYAL KLUDGE R65 Wired Gaming Keyboard with Volume Knob and QMK & ViA RGB Backlit Mechanical Keyboard Gasket Mount with PBT Keycaps, MDA Profile, 66 Keys Hot Swappable Chartreuse Switch","60% Percent Gasket Mount Mechanical Keyboard: Compact gaming keyboard adopts a gasket structure with five layers of sound-absorbing material.
Metal Volume Knob & Indicator Lights: The PC gaming keyboard is equipped with a high quality aluminum CNC metal knob. You can quickly adjust the volume of the device by rotating the knob, and press the knob to turn on the sound.
Hot Swappable Switches: Hot swappable mechanical keyboard comes with pre-lubed switch. These linear switches have a unique look and excellent keystroke feel. High quality PCB board compatible with 3pin/5pin switches. You can have a high degree of customization.
Dynamic RGB Backlight: RGB keyboard has more than 20 built-in backlight modes. You can customize RGB modes and colors through software.
MDA Profile PBT Keycaps & Highly Compatible: PBT keycaps bring better tactile experience and better appearance. PC gaming keyboards compatible with Windows and MacOS, which can works perfectly on all kinds of devices.",59.99,https://www.newegg.com/rk-royal-kludge-keyboard-rk-chartreuse-black/p/32N-04ND-000J1,4.5,./productsNewgg/Item_251.1.png,./productsNewgg/Item_251.2.png,./productsNewgg/Item_251.3.png,./productsNewgg/Item_251.4.png
252,Gaming Keyboards,"Corsair K70 PRO MINI WIRELESS RGB 60% Mechanical Gaming Keyboard - Fastest Sub-1ms Wireless, Swappable CHERRY MX Red Keyswitches, Aluminum Frame, PBT Double-Shot Keycaps - NA Layout, QWERTY - White","Make it Yours: A high-performance wireless gaming keyboard in a compact 60% form-factor that’s big on customization, with swappable MX switches and a 360° RGB LightEdge.
Three Ways to Connect: Powerful wireless connectivity with hyper-fast, sub-1ms SLIPSTREAM WIRELESS, low-latency Bluetooth, or USB wired with CORSAIR AXON 8,000Hz hyper-polling.
Customize with Swappable CHERRY MX Red Keyswitches: Equipped with smooth 100-million-keystroke CHERRY MX Red keyswitches with a modular design, easily replaceable with any combination of MX-compatible 3-pin switches to fine-tune your keyswitch layout and play your way.
60% Form-Factor and Aluminum Frame: A compact mini form-factor easily fits into even the tightest spaces at home or on the go, in a durable aluminum frame.
Long Battery Life with Per-Key RGB and 360° LightEdge: Enjoy up to 32 hours of wireless battery life with bright RGB backlighting and a radiant 360° LightEdge, or go the distance with up to 200 hours with backlighting off.",229,https://www.newegg.com/p/N82E16823816166,4.3,./productsNewgg/Item_252.1.png,./productsNewgg/Item_252.2.png,./productsNewgg/Item_252.3.png,./productsNewgg/Item_252.4.png
253,Gaming Keyboards,Razer DeathStalker V2 Pro Wireless Gaming Keyboard: Low-Profile Optical Switches - Clicky Purple - HyperSpeed Wireless & Bluetooth 5.0 - Up to 200 Hrs - Ultra-Durable Coated Keycaps - Chroma RGB,"LOW-PROFILE CLICKY OPTICAL SWITCHES — Perform quicker keystrokes with all-new switches that have a shorter actuation height for reduced key travel, backed by a 70-million keystroke lifespan for long-lasting performance
TOP-CLASS CONNECTIVITY — Experience lag-free gaming and instant response with Razer HyperSpeed Wireless (2.4GHz) connection or unlock greater functionality with Bluetooth 5.0 and toggle between 3 devices
ULTRA-LONG UP TO 200-HOUR BATTERY LIFE — Power through an entire day of gaming without breaking a sweat, also includes a detachable Type-C cable for continued use while charging
ULTRA-SLIM CASING WITH DURABLE ALUMINUM TOP PLATE — The keyboard’s slim profile ensures neutral hand positioning for long hours of use with little strain, while its aluminum alloy top plate provides greater durability with a satisfying heft
LASER-ETCHED KEYCAPS WITH HYPERGUARD COATING
MULTI-FUNCTION ROLLER AND MEDIA BUTTON",199.99,https://www.newegg.com/razer-clicky-optical-switch-keyboard-rz03-04361900-r3u1-clicky-mechanical-keyboard/p/N82E16823114129,5,./productsNewgg/Item_253.1.png,./productsNewgg/Item_253.2.png,./productsNewgg/Item_253.3.png,./productsNewgg/Item_253.4.png
254,Gaming Keyboards,RK Royal Kludge R75 Gasket Wired Mechanical Keyboard 80 Key 80% RGB Backlit Hot-swappable Gamer Kevboard with MDA PBT Keycaps RK Snow,"Gasket Structure - Higher-level keyboard structure,pure sound, soft feel, this wonderful feel can make the typing process very pleasant and full of fun.
PBT Colorblock Keycaps - MDA Profile,Keycaps are made of high quality PBT, which is the best material for keycaps because of its good non-oiling, high strength, and wear resistance properties.
PCB Single Key Grooving - 1.2mm slotted, one shaft, one slot, soft and elastic feel.
80 Keys, Redefine TKL - The innovative 80% unique layout differs from traditional TKL keyboards, which cuts more clumsy space off while supporting the same functionality as practical arrow, multimedia and control keys.
RGB Backlit- 18 RGB backlight modes, 8 monochrome backlight modes and 1 full color backlight. These modes will give you more enjoyable when you gaming or typing at night.
Wired Connection - Detachable USB cable.
Hot-swappable - Hot-swap PCB allows you to replace 3 pins/5 pins switches freely without soldering issue.",59.99,https://www.newegg.com/rk-royal-kludge-keyboard-rk-snow-green-white/p/32N-04ND-000E3,0,./productsNewgg/Item_254.1.png,./productsNewgg/Item_254.2.png,./productsNewgg/Item_254.3.png,./productsNewgg/Item_254.4.png
255,Gaming Keyboards,RK ROYAL KLUDGE 104 Keys PBT Keycaps Thick PBT Double Shot Gaming Keycaps for Mechanical Keyboards Keyboard Keys 104 87 61 (Color Random),"Warm Tips: Keycaps only, The keyboard in the picture is only for the demo and is not for sale.
Attention: It is only suitable for the keycaps of some 61, 87, and 104 keys. Please read carefully before order.
Rugged and Durable: The keycaps are made of 1.2mm thick PBT keycaps, and the OEM height makes you more comfortable to use and feels excellent.
High-quality PBT: With high-quality PBT keycaps and an anti-grease coating, these 104-key keycaps provide top-notch durability and a great feel for your typing.
Ergonomics: Suspended high keycap, curved layout, ergonomic design, bring you a lasting and comfortable experience.",2.99,https://www.newegg.com/p/32N-04ND-000P9,0,./productsNewgg/Item_255.1.png,./productsNewgg/Item_255.2.png,./productsNewgg/Item_255.3.png,./productsNewgg/Item_255.4.png
256,Gaming Keyboards,Logitech G910 Orion Spectrum RGB Mechanical Gaming Keyboard USB 920-008012,"125 keys: Allow Accurate typing
9 Programmable G-keys: Let you Create Custom Game Macros, so You Can Quickly Execute Complex Commands
Dedicated Media Controls: Include Play, Pause, Mute, Volume and Skip for One-touch Operation
Exclusive Romer-G Mechanical Switches: Give You Incredible Responsiveness, with a Key Actuation Point up to 25 Percent Shorter - Its Faster than Standard Mechanical Switches
Customizable RGB Illumination: Enables you to Personalize Individual Key Lighting Using a Palette of More than 16 Million Colors
Integrated ARX Control App (Download Required) Along with a Smartphone Dock Lets You Access In-game Data on Your Smartphone or Tablet Without Interrupting Gameplay
113 Key Anti-ghosting
Reliably Register Inputs Through Even the Most Strenuous Gaming Sessions with Anti-ghosting Protection",299,https://www.newegg.com/logitech-g910-orion-spectrum-romer-g-black/p/32N-0002-00132,3,./productsNewgg/Item_256.1.png,./productsNewgg/Item_256.2.png,./productsNewgg/Item_256.3.png,./productsNewgg/Item_256.4.png
257,Gaming Keyboards,"Redragon K512 Shiva RGB Backlit Membrane Gaming Keyboard with Multimedia Keys, Linear Mechanical-Feel Switch, 6 Extra On-Board Macro Keys, Dedicated Media Control, Detachable Wrist Rest, White","6 Onboard Macro Keys - 6 onboard macro keys (G1~G6) are programmable and work on the fly without any additional software.
True RGB Backlight - The keyboard comes with 7 pre-set lighting modes and an additional 6 slots for customizable modes.
26 Anti-ghost Keys & Dedicated Media Controls - Featuring anti-ghosting keys that allow for 26 keys to work simultaneously for fast and accurate game responses the way you intended.
Detachable Wrist-Rest - Ergonomically designed with a detachable wrist-rest that connects with magnets allowing for easy setup.
Professional Software & Durability - Software is available to set immersive and vivid backlight effects according to your taste and configure multiple macro functions. The keyboard passes 10 million keystrokes tests making sure it is durable for the long run. The double-shot injection molded keycaps ensure that the keys never fade and are very durable.",36.99,https://www.newegg.com/p/32N-0003-00161,5,./productsNewgg/Item_257.1.png,./productsNewgg/Item_257.2.png,./productsNewgg/Item_257.3.png,./productsNewgg/Item_257.4.png
258,Gaming Keyboards,"Redragon K580 VATA RGB LED Backlit Mechanical Gaming Keyboard with Macro Keys & Dedicated Media Controls, Onboard Macro Recording (Blue Switches)","5 Macro Keys: There are 5 programmable macro keys(G1~G5) on the keyboard which can be recorded macros on the fly without any additional software required to be installed.
Dedicated Multimedia Controls: The multimedia controls let you quickly play, pause, and skip the music right from the keyboard without interrupting your game. Also, designed with a volume/backlight adjust the wheel, it's easy to adjust volume or backlight brightness directly with the wheel.
N-key Rollover: 104 floating keys anti-ghosting allows you to simultaneously click multiple keys.
Durability: 50 million times keystroke test, 60g actuation force, and 2.3 mm short travel. Special Double-shot injection molded keycaps never fade key font with waterproof and dust resistant Redragon brown mechanical switches.
RGB Backlight: 18 backlight models allow you to type in the dark. You can adjust its brightness with a control wheel or FN + Up/Down. 5 modes of RGB side edge lighting.",59.99,https://www.newegg.com/redragon-k580-vata-blue-switch-black/p/32N-0003-001C4,5,./productsNewgg/Item_258.1.png,./productsNewgg/Item_258.2.png,./productsNewgg/Item_258.3.png,./productsNewgg/Item_258.4.png
259,Gaming Keyboards,"RK ROYAL KLUDGE M87 Wireless Gaming Keyboard, 2.4Ghz/Bluetooth/USB-C Gasket Mechanical Keyboard with 7500mAh Battery, LCD Smart Display & Dual Knob, RGB Hot Swappable Blue Switch","Colorful Smart Display Screen M87 gaming keyboard has a built-in LCD smart display screen, which can display time, connection status, battery level and custom GIF images (customized by software).
Triple Mode & High Compatibility This pc gaming keyboards supports 2.4G wireless, Bluetooth 5.1, and USB-C wired modes, compatible with Windows, Mac, Android, and iOS.
Multi-function Dual Knobs M87 mechanical keyboard equipped with dual knobs. Left knob is the setting knob for adjusting various keyboard settings. Right knob is the individual volume control knob.
Hot-Swappable & Pre-lubed Cream Switches Hot swappable mechanical keyboard is equipped with RK's customized Pre-lubed linear cream switches, which have fast response and long keystroke life. PCB supports 3pin/5pin switches hot swap.
Practical Multimedia ButtonsThe cal key can open the calculator in second, and there are 4 function keys on the left to adjust the media playing.",99.99,https://www.newegg.com/rk-royal-kludge-mechanical-keyboard-m87-rk-blue/p/32N-04ND-00111,0,./productsNewgg/Item_259.1.png,./productsNewgg/Item_259.2.png,./productsNewgg/Item_259.3.png,./productsNewgg/Item_259.4.png
260,Gaming Keyboards,Corsair K55 RGB PRO XT - Dynamic Per-Key RGB Backlighting - Six Macro Keys with Elgato Stream Deck Software Integration - IP42 Dust and Spill-Resistant - Detachable Palm Rest - Media and Volume Keys,"Light up your desktop with vivid per-key RGB backlighting, choosing from ten onboard lighting effects, or customize your own vibrant lighting effects with CORSAIR iCUE software.
Activate functions, shortcuts, or keypresses in just one stroke with six dedicated macro keys, easily set up through CORSAIR iCUE software, or use instant streaming commands through Elgato Stream Deck software.
IP42-rated dust and spill resistance guards against accidents so your gameplay never has to stop.
A soft rubber detachable palm rest reduces stress on your hands so you can play longer in comfort, with a textured surface to keep your hands from slipping.
Dedicated volume and media keys let you control media playback and fine-tune volume on-the-fly without having to interrupt your game.",59.99,https://www.newegg.com/corsair-k55-rgb-pro-xt-ch-9226715-na-rubber-dome-mechanical-keyboard/p/N82E16823816144,4.3,./productsNewgg/Item_260.1.png,./productsNewgg/Item_260.2.png,./productsNewgg/Item_260.3.png,./productsNewgg/Item_260.4.png
261,Gaming Keyboards,RK Royal Kludge RK98 2.4G Wireless Gaming Mechanical Keyboard 100 Keys RGB Backlight Hot-swappable Bluetooth Russian Keyboard Brown Switch White,"Bluetooth: This keyboard works with all Bluetooth-enabled devices such as iphone, android, ipad, and tablets. You can play games on your laptop or computer without worrying about losing your keys.
Exquisite workmanship: The mechanical keyboard is made of high-quality abs material, durable and long service life.
RGB control software: Have RGB control software to adjust keyboard lighting",59.99,https://www.newegg.com/rk-royal-kludge-rk98-brown-switch-white/p/32N-04ND-00048,0,./productsNewgg/Item_261.1.png,./productsNewgg/Item_261.2.png,./productsNewgg/Item_261.3.png,./productsNewgg/Item_261.4.png
262,Gaming Keyboards,"Corsair K63 Wireless Mechanical Gaming Keyboard, backlit Blue LED, Cherry MX Red - Quiet & Linear","Connect using ultra-fast 1ms 2.4 GHz gaming-optimized wireless technology, low latency Bluetooth wireless, or USB wired
100% CHERRY MX Red mechanical keyswitches with gold contacts for fast, precise key presses
Per-key, blue LED backlighting and large font keycaps deliver vibrant lighting effects
128-bit AES encryption mode helps protect your keystrokes from wireless eavesdropping to keep your personal data safe
Compact and portable tenkeyless design saves on space and makes travel easy
Up to 15 hours of rechargeable battery-powered wireless use, or plug-in via USB wired for uninterrupted gameplay
Dedicated multimedia and volume controls to adjust your audio on-the-fly
100% Anti-ghosting with full-key rollover ensures your commands and simultaneous keystrokes always register the way you intended
Program macros and customize dynamic lighting effects with CORSAIR Utility Engine (CUE)
Detachable, soft-touch wrist provides comfort to enhance your gameplay",239,https://www.newegg.com/black-corsair-k63-cherry-mx-red/p/N82E16823816107,4.1,./productsNewgg/Item_262.1.png,./productsNewgg/Item_262.2.png,./productsNewgg/Item_262.3.png,./productsNewgg/Item_262.4.png
