Id,Category,Title,Description,Price,Link,Rating,Image_1,Image_2,Image_3,Image_4
681,PlayStation 5 Games,Five Nights at Freddy's Help Wanted 2 NSW,Go Backstage as a VIP to help Roxanne Wolf & the S.T.A.F.F Bots get ready for their performances in the Pizzaplex Salon Head into the Fazcade and enjoy classic games like Bonk-a-Bon and Fazerblast; See if you can top all the high scores Take care of things behind the scenes in the Staff Only section of the Pizzeria; Deliver First Aid to patients who aren't quite feeling themselves Our Food Prep course will help you get the federally mandated amount of value preparing food in the Pizzaplex Head over to the Ticket Booth to test out our E-ticket attractions such as Captain Foxy's Cowboy Adventure,39.99,https://www.amazon.com/Five-Nights-Freddys-Wanted-Nintendo-Switch/dp/B0DFRLZBP8/ref=sr_1_36?dib=eyJ2IjoiMSJ9.-kdlPELmlvcjveTEIImm1wfYy4cJYltWbriosXvUcGVFm8J4QV6ODXB-GvdMZDkosUQZ6Q1JNVeWCX-L4n-8DnvzFHhKoC2__fsSoU4X9MfCoomGMIdDVqhCc0h7nCMChKA-oY82v62PHAfk3D90sQmG8O3nLu5wsWNv0o4q6gofAVh7y7ejrVwTt7J1Qot1RqTpbVCOiC-ZVC88I5faHXNBwGJnwUaC4bJN_XU5AR8.SzUjwLGbTUv_3PnDhHFqMnLZ0399qAfx9pZY84gTNyg&dib_tag=se&keywords=playstation+5+games&qid=1731098880&sr=8-36,0,./products/PlayStation 5 Games681.1.png,./products/PlayStation 5 Games681.2.png,./products/PlayStation 5 Games681.3.png,./products/PlayStation 5 Games681.4.png
682,PlayStation 5 Games,Grand Theft Auto V,STUNNING VISUALS — Enhanced levels of fidelity and performance with new graphics modes featuring up to 4K resolution up to 60 frames per second HDR options ray tracing improved texture quality and more FASTER LOADING — Quicker access to the action as the world of Los Santos and Blaine County load in faster than ever before. ADAPTIVE TRIGGERS AND HAPTIC FEEDBACK — Feel every moment through the DualSense controller from directional damage to weather effects rough road surfaces to explosions and more. TEMPEST 3D AUDIO — Hear the sounds of the world with pinpoint precision: the throttle of a stolen supercar the rattle of neighbouring gunfire the roar of a helicopter overhead and more. Please note that although this game is Region Free or Region Unlocked and will work on all systems this is the European version and may differ from the local version in age rating labeling or instructions.,25.71,https://www.amazon.com/Grand-Theft-Auto-Korean-PlayStation-5/dp/B09X4GSGSC/ref=sr_1_29?dib=eyJ2IjoiMSJ9.ug9T4EEBhHymFyRcSglYMIKsGhVMN9gYdEUifN85aQdQ-fqdSWZkBMTOkuAQmMge1CXZF0GWhZMkoCaJ1bQWaKxndriNP9TOtZVcPpPKO08akdd2NHd6DoIb6UrKen_-rp8zDPm9LhTV1LTpDg9oFAOfGTZNEsZE35F4yUoWYzUP1Fz-eFEr_ZNHoOIpNtH-lWVe96DPUCf3s5yZVsrb9L2wHZR_IMpkJil0tAOk2hs.gP1_djkRSAKIN7rSeS3MLkfE1boG8W8olq1-NM2Mn9A&dib_tag=se&keywords=playstation+5+games&qid=1731098874&sr=8-29,4.7,./products/PlayStation 5 Games682.1.png,./products/PlayStation 5 Games682.2.png,./products/PlayStation 5 Games682.3.png,./products/PlayStation 5 Games682.4.png
683,PlayStation 5 Games,God of War Ragnarök - PlayStation 5,Feel your journey through the Norse realms made possible by immersive haptic feedback and adaptive trigger functionality. Take advantage of multidirectional 3D Audio; hear enemies approaching from any direction. (3D audio with stereo headphones (analog or USB)) Bask in the beautiful worlds you travel through brought to life by precise art direction and arresting attention to detail. Switch between full 4K resolution at a targeted 30 frames per second or dynamic resolution upscaled to 4K at a targeted 60fps. (4K resolution requires a compatible 4K TV or display),129.99,https://www.amazon.com/God-War-Ragnar%C3%B6k-PlayStation-5/dp/B0B61YDF5V/ref=sr_1_34?dib=eyJ2IjoiMSJ9.ug9T4EEBhHymFyRcSglYMIKsGhVMN9gYdEUifN85aQdQ-fqdSWZkBMTOkuAQmMge1CXZF0GWhZMkoCaJ1bQWaKxndriNP9TOtZVcPpPKO08akdd2NHd6DoIb6UrKen_-rp8zDPm9LhTV1LTpDg9oFAOfGTZNEsZE35F4yUoWYzUP1Fz-eFEr_ZNHoOIpNtH-lWVe96DPUCf3s5yZVsrb9L2wHZR_IMpkJil0tAOk2hs.gP1_djkRSAKIN7rSeS3MLkfE1boG8W8olq1-NM2Mn9A&dib_tag=se&keywords=playstation+5+games&qid=1731098874&sr=8-34,4.8,./products/PlayStation 5 Games683.1.png,./products/PlayStation 5 Games683.2.png,./products/PlayStation 5 Games683.3.png,./products/PlayStation 5 Games683.4.png
684,PlayStation 5 Games,Gran Turismo 7 Standard Edition - PlayStation 5,With the return of classic cars iconic tracks and fan-favourite modes like GT Simulation and Sport Mode - Gran Turismo 7 is the complete Real Driving Simulator 25 years in the making. Find your line. Whether you're a racer collector tuner designer photographer or arcade fan - immerse yourself in the facets of automotive culture that matter most to you. Connect and compete. Join an international community of drivers to share race strategies tuning tips livery designs and photos before taking to the track to go head-to-head.,34.95,https://www.amazon.com/Gran-Turismo-7-Standard-PlayStation-5/dp/B09SW6GCGL/ref=sr_1_33?dib=eyJ2IjoiMSJ9.ug9T4EEBhHymFyRcSglYMIKsGhVMN9gYdEUifN85aQdQ-fqdSWZkBMTOkuAQmMge1CXZF0GWhZMkoCaJ1bQWaKxndriNP9TOtZVcPpPKO08akdd2NHd6DoIb6UrKen_-rp8zDPm9LhTV1LTpDg9oFAOfGTZNEsZE35F4yUoWYzUP1Fz-eFEr_ZNHoOIpNtH-lWVe96DPUCf3s5yZVsrb9L2wHZR_IMpkJil0tAOk2hs.gP1_djkRSAKIN7rSeS3MLkfE1boG8W8olq1-NM2Mn9A&dib_tag=se&keywords=playstation+5+games&qid=1731098874&sr=8-33,4.7,./products/PlayStation 5 Games684.1.png,./products/PlayStation 5 Games684.2.png,./products/PlayStation 5 Games684.3.png,./products/PlayStation 5 Games684.4.png
685,PlayStation 5 Games,Hidden Objects Collection: Volume 6 Shopping Clutter - 15 Games in 1 - For Playstation 5,Includes 15 games from the Shopping Clutter series with themes like family holiday celebration mystery and more. Over 120 hours of gameplay across 300 cumulative episodes. Explore 2100 clutter levels and 300 puzzles. Enjoy colorful graphics and engaging dialogue. Adjustable puzzle difficulties for a tailored experience.,39.97,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo4MzAzNDA2MTYzMzg0NDY5OjE3MzEwOTg4NzQ6c3BfYnRmOjMwMDQ2NTM3NTQ0OTAwMjo6MDo6&url=%2FHidden-Objects-Collection-Shopping-Clutter-Playstation%2Fdp%2FB0DJHGMGZ9%2Fref%3Dsr_1_36_sspa%3Fdib%3DeyJ2IjoiMSJ9.ug9T4EEBhHymFyRcSglYMIKsGhVMN9gYdEUifN85aQdQ-fqdSWZkBMTOkuAQmMge1CXZF0GWhZMkoCaJ1bQWaKxndriNP9TOtZVcPpPKO08akdd2NHd6DoIb6UrKen_-rp8zDPm9LhTV1LTpDg9oFAOfGTZNEsZE35F4yUoWYzUP1Fz-eFEr_ZNHoOIpNtH-lWVe96DPUCf3s5yZVsrb9L2wHZR_IMpkJil0tAOk2hs.gP1_djkRSAKIN7rSeS3MLkfE1boG8W8olq1-NM2Mn9A%26dib_tag%3Dse%26keywords%3Dplaystation%2B5%2Bgames%26qid%3D1731098874%26sr%3D8-36-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,0,./products/PlayStation 5 Games685.1.png,./products/PlayStation 5 Games685.2.png,./products/PlayStation 5 Games685.3.png,./products/PlayStation 5 Games685.4.png
686,PlayStation 5 Games,Madden NFL 25 - Standard - PC [Online Game Code],BOOM Tech - Hit like you mean it with FieldSENSE powered by BOOM Tech. Experience how a physics-informed dynamic tackling system reengineered Hit Stick and Ball Carrier Balance unlock realistic collisions & new gameplay animations on both sides of the ball. Physics-Based Tackling - Cut loose and attack the ball with powerful Hit Sticks Cut Sticks trucks dives and stiff arms with more control and realism than ever. Reloaded Hit Stick - Bring power in every phase of the game. The reengineered Hit Stick uses a timing-based mechanic to provide harder-hitting control determined by your angle of impact stick-skill and accuracy. Ball Carrier Balance - Run the rock with confidence and command. A new Ball Carrier Balance and Recovery System gives you control to absorb a big hit break the tackle and recover your balance. NFL Immersion - A refreshed Franchise experience and new broadcast teams featuring Mike Tirico Greg Olsen Kate Scott and Brock Huard immerse you in NFL action like never before.,45.49,https://www.amazon.com/Madden-NFL-25-Standard-Online/dp/B0DBZXQP3K/ref=sr_1_3?dib=eyJ2IjoiMSJ9.r69f_QsQrLH_FZg1qToR3eQzxwUNNWy5kUYjDx2-lLjGSH2NA0nZlEEeXaD45Q6XvHfOKVbwYjIN7vbG7BdmgJqlllkCADjYc1snOUoLgLbSWHi51-Ke7AfMhqKuyV1lzxM9XPMfwiRCXcDxSpEtWjMkrtNVDaTgfrJK2NVXsIn25XDWrbtfSJT_twc-tIz-SVJyDKdqHwEvufggEjxZdE6RxNvYNZKTWKXwAmAUntE.ZQNyAiEpkSlbr6MrmJMyrqkkYfD23440nDQ5w66AHd8&dib_tag=se&keywords=playstation+5+games&qid=1731098871&sr=8-3,1.9,./products/PlayStation 5 Games686.1.png,./products/PlayStation 5 Games686.2.png,./products/PlayStation 5 Games686.3.png,./products/PlayStation 5 Games686.4.png
688,PlayStation 5 Games,Killer Klowns From Outer Space: The Game for Xbox Series X,3v7 -first of its kind -asymmetrical game that involves repairing and escaping Based on 80's classic PvPvE open world exploration & dynamic objectives Crossplay–PC PS Xbox,39.99,https://www.amazon.com/Killer-Klowns-Outer-Space-Game-Xbox/dp/B0DDMV6WPL/ref=sr_1_53?dib=eyJ2IjoiMSJ9.f2s8niyMub5nS6wIXQDo7JGzS1dMqMIc7JDRb5d9VKALKaxmD1yMngf6kiyN1QvhA07zu8VPzC18zvKwdO4Ns2ojpDXTCiAA4jqfNUuKZB62c3CCPAx_7Xg3FdOTiWekXOHRYcXmXS6uWIjtItxxj6QuYxLVENC0k3iinV7EHuZSXUNVbTd9-jbpmUDEOtaUAcpIpk_VPN8urA1GDkkbuV0dE2-xlInWvB1_vQBToPY.MMZsvdv_UauTgYMuI63zjl57zVc29YVAj3TFfSVR5WI&dib_tag=se&keywords=playstation+5+games&qid=1731098885&sr=8-53,0,./products/PlayStation 5 Games688.1.png,./products/PlayStation 5 Games688.2.png,./products/PlayStation 5 Games688.3.png,./products/PlayStation 5 Games688.4.png
689,PlayStation 5 Games,WWE 2K24 Standard - PC [Online Game Code],Pre-order* the Standard Edition of WWE 2K24 and receive the Nightmare Family Pack featuring Undashing Cody Rhodes with his iconic cowl and mask vintage ‘76 Dusty Rhodes and ‘Superstar’ Billy Graham Stardust and an exclusive MyFACTION** character of the Mattel ‘Defining Moments’ Bruised Cody Rhodes action figure with Gold MyFACTION card Dusty Rhodes ‘76 MyFACTION card and Pharaoh Manager card. FORTY YEARS OF WRESTLEMANIA - WrestleMania is the biggest event in sports entertainment where Superstars become WWE Legends. Experience a gripping retelling of WrestleMania’s greatest moments in 2K Showcase of the Immortals where you can relive a collection of some of the most unforgettable career-defining matches. AN ICONIC ROSTER - WWE 2K24 boasts a star-studded roster featuring WWE Legends like “Stone Cold” Steve Austin Undertaker and Andre the Giant alongside current WWE Superstars “The American Nightmare” Cody Rhodes John Cena Rhea Ripley and Roman Reigns whose larger-than-life entrances and signature moves are heightened by ultra-realistic graphics. NEW MATCH TYPES - From Guest Referee to Casket Gauntlet and Ambulance matches there are a bevy of new match types to experience in WWE 2K24 including support for multiple Superstars in Backstage Brawl. BUILD YOUR FACTION - Assemble your favorite WWE Superstars and Legends in MyFACTION. Acquire cards build a dominant faction compete in online multiplayer and the all-new ranked quickplay. Plus earn exciting promotional and final rank rewards as you climb the new seasonal leaderboard!,59.99,https://www.amazon.com/WWE-2K24-Standard-Online-Game/dp/B0CW7SRCYJ/ref=sr_1_22?dib=eyJ2IjoiMSJ9.ug9T4EEBhHymFyRcSglYMIKsGhVMN9gYdEUifN85aQdQ-fqdSWZkBMTOkuAQmMge1CXZF0GWhZMkoCaJ1bQWaKxndriNP9TOtZVcPpPKO08akdd2NHd6DoIb6UrKen_-rp8zDPm9LhTV1LTpDg9oFAOfGTZNEsZE35F4yUoWYzUP1Fz-eFEr_ZNHoOIpNtH-lWVe96DPUCf3s5yZVsrb9L2wHZR_IMpkJil0tAOk2hs.gP1_djkRSAKIN7rSeS3MLkfE1boG8W8olq1-NM2Mn9A&dib_tag=se&keywords=playstation+5+games&qid=1731098874&sr=8-22,4.3,./products/PlayStation 5 Games689.1.png,./products/PlayStation 5 Games689.2.png,./products/PlayStation 5 Games689.3.png,./products/PlayStation 5 Games689.4.png
690,PlayStation 5 Games,High on Life - PlayStation 5,Includes Base Game + High on Knife DLC content on disc Become the deadliest intergalactic bounty hunter the cosmos has ever seen with your team of charismatic talking guns Navigate dynamic and changing worlds in this hilarious and unique first person shooter Leverage the distinct skills of each gun to defeat a variety of enemies Travel to a variety of biomes and locations across the cosmos go up against the nefarious Garmantuous and his gang of goons collect loot and meet unique characters,49.99,https://www.amazon.com/High-Life-PlayStation-5/dp/B0D2JCCDNF/ref=sr_1_51?dib=eyJ2IjoiMSJ9.-kdlPELmlvcjveTEIImm1wfYy4cJYltWbriosXvUcGVFm8J4QV6ODXB-GvdMZDkosUQZ6Q1JNVeWCX-L4n-8DnvzFHhKoC2__fsSoU4X9MfCoomGMIdDVqhCc0h7nCMChKA-oY82v62PHAfk3D90sQmG8O3nLu5wsWNv0o4q6gofAVh7y7ejrVwTt7J1Qot1RqTpbVCOiC-ZVC88I5faHXNBwGJnwUaC4bJN_XU5AR8.SzUjwLGbTUv_3PnDhHFqMnLZ0399qAfx9pZY84gTNyg&dib_tag=se&keywords=playstation+5+games&qid=1731098880&sr=8-51,4.7,./products/PlayStation 5 Games690.1.png,./products/PlayStation 5 Games690.2.png,./products/PlayStation 5 Games690.3.png,./products/PlayStation 5 Games690.4.png
692,PlayStation 5 Games,Sonic Frontiers - PlayStation 4,Race across five massive overworlcl islands each with their own unique action-platforming challenges and hidden secrets to uncover Blaze a trail as you see fit and discover side quests solve puzzles scale enormous structures go fishing and encounter a firendly face or two along the way Unlock Cyber Space levels featuring signature 3D platforming at Sonic speeds and a variety of challenges to test your skills like never before Use the all-new battle system and skill tree upgrades combining moves such as dodges parries counters combos and the new Cyloop ability to take down mysterious foes Become Sonic and journey to uncover the mysteries of the remains of an ancient civilization plagued by robotic hordes,35.2,https://www.amazon.com/Sonic-Frontiers-PlayStation-4/dp/B0BB1BDM72/ref=sr_1_13?dib=eyJ2IjoiMSJ9.r69f_QsQrLH_FZg1qToR3eQzxwUNNWy5kUYjDx2-lLjGSH2NA0nZlEEeXaD45Q6XvHfOKVbwYjIN7vbG7BdmgJqlllkCADjYc1snOUoLgLbSWHi51-Ke7AfMhqKuyV1lzxM9XPMfwiRCXcDxSpEtWjMkrtNVDaTgfrJK2NVXsIn25XDWrbtfSJT_twc-tIz-SVJyDKdqHwEvufggEjxZdE6RxNvYNZKTWKXwAmAUntE.ZQNyAiEpkSlbr6MrmJMyrqkkYfD23440nDQ5w66AHd8&dib_tag=se&keywords=playstation+5+games&qid=1731098871&sr=8-13,4.7,./products/PlayStation 5 Games692.1.png,./products/PlayStation 5 Games692.2.png,./products/PlayStation 5 Games692.3.png,./products/PlayStation 5 Games692.4.png
693,PlayStation 5 Games,Warhammer 40000: Space Marine 2 - Xbox Series X,Embody the superhuman skill and brutality of a Space Marine. Unleash deadly abilities and devastating weaponry to obliterate the relentless Tyranid swarms. Defend the Imperium in spectacular third-person action in solo or co-op modes. Purge the relentless Tyranid swarms as legendary Space Marine Titus in a spectacular new campaign. Play solo or with up to 2 friends in 3 player co-op. Enjoy intense gory and fast-paced third-person action with hundreds of enemies on screen from the creators of blockbuster co-op shooter World War Z. Standard edition includes: Base game Macragge’s Chosen DLC with 3 unique cosmetics for your Bolt Rifle Chainsword & Power Armour,59.99,https://www.amazon.com/Warhammer-40-000-Space-Marine-Xbox/dp/B0CVSDK499/ref=sr_1_19?dib=eyJ2IjoiMSJ9.ug9T4EEBhHymFyRcSglYMIKsGhVMN9gYdEUifN85aQdQ-fqdSWZkBMTOkuAQmMge1CXZF0GWhZMkoCaJ1bQWaKxndriNP9TOtZVcPpPKO08akdd2NHd6DoIb6UrKen_-rp8zDPm9LhTV1LTpDg9oFAOfGTZNEsZE35F4yUoWYzUP1Fz-eFEr_ZNHoOIpNtH-lWVe96DPUCf3s5yZVsrb9L2wHZR_IMpkJil0tAOk2hs.gP1_djkRSAKIN7rSeS3MLkfE1boG8W8olq1-NM2Mn9A&dib_tag=se&keywords=playstation+5+games&qid=1731098874&sr=8-19,4.6,./products/PlayStation 5 Games693.1.png,./products/PlayStation 5 Games693.2.png,./products/PlayStation 5 Games693.3.png,./products/PlayStation 5 Games693.4.png
694,PlayStation 5 Games,Street Fighter 6 - PS4,Classic Experience Built for a Modern Era: With all core gameplay modes present plus two brand new modes and enhanced visuals Street Fighter 6 redefines the classic fighting game genre. Distinct Fighting Styles to Master: 18 diverse characters including legendary World Warriors and exciting brand new characters add their own flair to the game at launch with more to be added post-launch. Brand New Game Modes: The Street Fighter franchise continues to hone its skills and redefine the fighting genre with the introduction of three new foundational modes – Fighting Ground World Tour and Battle Hub. In-Game Commentating: Street Fighter’s first-ever Real-Time Commentary Feature supported with subtitles in 13 languages incorporates the voices of popular Fighting Game Community (FGC) commentators like Vicious and Aru directly into the game to narrate what is happening on-screen just like a real tournament. Two New Control Schemes: Classic Controls returns alongside two brand new options: Modern Controls allow you to perform special attacks with simple button combinations and are designed for players who want to fight without memorizing and practicing special move button combinations first. Dynamic Controls only require a press of the Auto-Attack button to perform attacks and is a great control type to use when you have friends and family over for a quick casual game. Pre-order Street Fighter 6 and receive additional character outfits.,37.57,https://www.amazon.com/Street-Fighter-6-PS4-PlayStation-4/dp/B0BPK2HVR6/ref=sr_1_64?dib=eyJ2IjoiMSJ9.f2s8niyMub5nS6wIXQDo7JGzS1dMqMIc7JDRb5d9VKALKaxmD1yMngf6kiyN1QvhA07zu8VPzC18zvKwdO4Ns2ojpDXTCiAA4jqfNUuKZB62c3CCPAx_7Xg3FdOTiWekXOHRYcXmXS6uWIjtItxxj6QuYxLVENC0k3iinV7EHuZSXUNVbTd9-jbpmUDEOtaUAcpIpk_VPN8urA1GDkkbuV0dE2-xlInWvB1_vQBToPY.MMZsvdv_UauTgYMuI63zjl57zVc29YVAj3TFfSVR5WI&dib_tag=se&keywords=playstation+5+games&qid=1731098885&sr=8-64,4.6,./products/PlayStation 5 Games694.1.png,./products/PlayStation 5 Games694.2.png,./products/PlayStation 5 Games694.3.png,./products/PlayStation 5 Games694.4.png
695,PlayStation 5 Games,Sonic X Shadow Generations - PlayStation 5,Past meets present in SONIC GENERATIONS! Modern and Classic Sonic team up to defeat Dr. Eggman and the Time Eater to restore their timeline to normal! Spin dash through a greatest-hits collection of 3D and 2D versions of iconic stages from past Sonic games now with updated visuals and reworked cinematics In this new standalone campaign Black Doom has reemerged and threatens to take over the world. Shadow must journey into his past confront his memories and unlock new dark powers to save the world. Harness Shadow's new Doom Powers to battle hordes of enemies and tackle platforming challenges like never before. Surf on water fly over obstacles and stop time with the return of Chaos Control! Rescue Chao hiding in every level rack up the highest pinball score in the Casino Nights zone and check out the museum for behind-the-scenes art music and more!,49.99,https://www.amazon.com/sspa/click?ie=UTF8&spc=MTo2MTU3NjQyMzExNDg2NDg6MTczMTA5ODg3MTpzcF9hdGY6MzAwMjI1NDY5OTQzNDAyOjowOjo&url=%2FSonic-X-Shadow-Generations-PlayStation-5%2Fdp%2FB0D6JYR4M7%2Fref%3Dsr_1_1_sspa%3Fdib%3DeyJ2IjoiMSJ9.r69f_QsQrLH_FZg1qToR3eQzxwUNNWy5kUYjDx2-lLjGSH2NA0nZlEEeXaD45Q6XvHfOKVbwYjIN7vbG7BdmgJqlllkCADjYc1snOUoLgLbSWHi51-Ke7AfMhqKuyV1lzxM9XPMfwiRCXcDxSpEtWjMkrtNVDaTgfrJK2NVXsIn25XDWrbtfSJT_twc-tIz-SVJyDKdqHwEvufggEjxZdE6RxNvYNZKTWKXwAmAUntE.ZQNyAiEpkSlbr6MrmJMyrqkkYfD23440nDQ5w66AHd8%26dib_tag%3Dse%26keywords%3Dplaystation%2B5%2Bgames%26qid%3D1731098871%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,4.2,./products/PlayStation 5 Games695.1.png,./products/PlayStation 5 Games695.2.png,./products/PlayStation 5 Games695.3.png,./products/PlayStation 5 Games695.4.png
696,PlayStation 5 Games,Dead Rising Deluxe Remaster - PlayStation 5,Improved Graphics: Experience Willamette Parkview Mall being overrun by hordes of zombies like never before in up to 4K resolution with a 60 FPS frame rate! Updated Character Models: Dead Rising Deluxe Remaster introduces new high-end character modeling for Frank West the unhinged Psychopaths NPCs like Brad Jessie Isabela and the beloved Madonna survivors of the outbreak and the seemingly endless waves of zombies! ¡Olá! Bonjour! Ciao!: For the first time ever Dead Rising Deluxe Remaster comes fully packed with voiceovers for all characters in nine different languages including English Latin American Spanish Brazilian Portuguese Japanese French Italian German Castilian Spanish and Russian! The game will also have subtitles across 14 languages including the aforementioned nine plus Korean Traditional Chinese Simplified Chinese Polish and Arabic*! ¿¿Cómo se dice WOW Quality-of-(Undead) Life Improvements: Numerous adjustments and highly requested features have been added to the game. PRE-ORDER Now and receive: Dead Rising Costume Set 3 Outfits 3 BGM Tracks,49.99,https://www.amazon.com/Dead-Rising-Deluxe-Remaster-PlayStation-5/dp/B0D8M64LF3/ref=sr_1_56?dib=eyJ2IjoiMSJ9.f2s8niyMub5nS6wIXQDo7JGzS1dMqMIc7JDRb5d9VKALKaxmD1yMngf6kiyN1QvhA07zu8VPzC18zvKwdO4Ns2ojpDXTCiAA4jqfNUuKZB62c3CCPAx_7Xg3FdOTiWekXOHRYcXmXS6uWIjtItxxj6QuYxLVENC0k3iinV7EHuZSXUNVbTd9-jbpmUDEOtaUAcpIpk_VPN8urA1GDkkbuV0dE2-xlInWvB1_vQBToPY.MMZsvdv_UauTgYMuI63zjl57zVc29YVAj3TFfSVR5WI&dib_tag=se&keywords=playstation+5+games&qid=1731098885&sr=8-56,0,./products/PlayStation 5 Games696.1.png,./products/PlayStation 5 Games696.2.png,./products/PlayStation 5 Games696.3.png,./products/PlayStation 5 Games696.4.png
697,PlayStation 5 Games,EA SPORTS College Football 25 - Xbox Series X,CampusIQ – Immerse yourself in authentic fast-paced college football gameplay with CampusIQ. Homefield Advantage – Game-altering homefield advantages rattle your rivals in college football’s toughest places to play. Test your squad’s road game composure and confidence levels as you play through distractions like screen shaking missing pre-play icons and moving play art. Iconic Atmospheres – From The Big House to the Swamp. From Tuscaloosa to College Station. Experience the decibel-shaking soundscape of college football putting you inside the stadium alongside all the iconic rituals and traditions that make you feel right at home. Wear & Tear – With the new Wear & Tear system as the hits add up players wear down. Manage your players’ health limit fatigue assess risk of injury and avoid on field mistakes by using strategic substitutions to ensure your players are at their best when it counts the most.,60.19,https://www.amazon.com/EA-SPORTS-College-Football-25-Xbox/dp/B0D3PB2DBS/ref=sr_1_4?dib=eyJ2IjoiMSJ9.r69f_QsQrLH_FZg1qToR3eQzxwUNNWy5kUYjDx2-lLjGSH2NA0nZlEEeXaD45Q6XvHfOKVbwYjIN7vbG7BdmgJqlllkCADjYc1snOUoLgLbSWHi51-Ke7AfMhqKuyV1lzxM9XPMfwiRCXcDxSpEtWjMkrtNVDaTgfrJK2NVXsIn25XDWrbtfSJT_twc-tIz-SVJyDKdqHwEvufggEjxZdE6RxNvYNZKTWKXwAmAUntE.ZQNyAiEpkSlbr6MrmJMyrqkkYfD23440nDQ5w66AHd8&dib_tag=se&keywords=playstation+5+games&qid=1731098871&sr=8-4,4.4,./products/PlayStation 5 Games697.1.png,./products/PlayStation 5 Games697.2.png,./products/PlayStation 5 Games697.3.png,./products/PlayStation 5 Games697.4.png
698,PlayStation 5 Games,Assassin's Creed® Mirage Launch Edition Xbox X,Discover a tightly crafted narrative driven action adventure experience that follows the transformation of a defiant young man into a refined Master Assassin. Journey to Alamut the legendary home of the Assassins who laid the foundations of the Creed in this heartfelt homage to the game that started it all. Experience a modern take on the iconic features and gameplay that have defined a franchise for 15 years as you parkour seamlessly through the city and stealthily take down targets with more visceral assassinations than ever before. Explore an incredibly dense and vibrant city whose inhabitants react to your every move and uncover the secrets of four unique districts as you venture through the Golden Age of Baghdad. Some features may require an internet connection and an online subscription.,18.97,https://www.amazon.com/Assassins-Creed%C2%AE-Mirage-Launch-Xbox-X/dp/B0BDTPXT7X/ref=sr_1_11?dib=eyJ2IjoiMSJ9.r69f_QsQrLH_FZg1qToR3eQzxwUNNWy5kUYjDx2-lLjGSH2NA0nZlEEeXaD45Q6XvHfOKVbwYjIN7vbG7BdmgJqlllkCADjYc1snOUoLgLbSWHi51-Ke7AfMhqKuyV1lzxM9XPMfwiRCXcDxSpEtWjMkrtNVDaTgfrJK2NVXsIn25XDWrbtfSJT_twc-tIz-SVJyDKdqHwEvufggEjxZdE6RxNvYNZKTWKXwAmAUntE.ZQNyAiEpkSlbr6MrmJMyrqkkYfD23440nDQ5w66AHd8&dib_tag=se&keywords=playstation+5+games&qid=1731098871&sr=8-11,4.5,./products/PlayStation 5 Games698.1.png,./products/PlayStation 5 Games698.2.png,./products/PlayStation 5 Games698.3.png,./products/PlayStation 5 Games698.4.png
699,PlayStation 5 Games,WWE 2K24 - PlayStation 4,FORTY YEARS OF WRESTLEMANIA - WrestleMania is the biggest event in sports entertainment where Superstars become WWE Legends. Experience a gripping retelling of WrestleMania’s greatest moments in 2K Showcase of the Immortals where you can relive a collection of some of the most unforgettable career-defining matches. AN ICONIC ROSTER - WWE 2K24 boasts a star-studded roster featuring WWE Legends like “Stone Cold” Steve Austin Undertaker and Andre the Giant alongside current WWE Superstars “The American Nightmare” Cody Rhodes John Cena Rhea Ripley and Roman Reigns whose larger-than-life entrances and signature moves are heightened by ultra-realistic graphics. NEW MATCH TYPES - From Guest Referee to Casket Gauntlet and Ambulance matches there are a bevy of new match types to experience in WWE 2K24 including support for multiple Superstars in Backstage Brawl. BUILD YOUR FACTION - Assemble your favorite WWE Superstars and Legends in MyFACTION. Acquire cards build a dominant faction compete in online multiplayer and the all-new ranked quickplay. Plus earn exciting promotional and final rank rewards as you climb the new seasonal leaderboard!,29.83,https://www.amazon.com/WWE-2K24-PlayStation-4/dp/B0CSZ7HSSD/ref=sr_1_22?dib=eyJ2IjoiMSJ9.ug9T4EEBhHymFyRcSglYMIKsGhVMN9gYdEUifN85aQdQ-fqdSWZkBMTOkuAQmMge1CXZF0GWhZMkoCaJ1bQWaKxndriNP9TOtZVcPpPKO08akdd2NHd6DoIb6UrKen_-rp8zDPm9LhTV1LTpDg9oFAOfGTZNEsZE35F4yUoWYzUP1Fz-eFEr_ZNHoOIpNtH-lWVe96DPUCf3s5yZVsrb9L2wHZR_IMpkJil0tAOk2hs.gP1_djkRSAKIN7rSeS3MLkfE1boG8W8olq1-NM2Mn9A&dib_tag=se&keywords=playstation+5+games&qid=1731098874&sr=8-22,4.7,./products/PlayStation 5 Games699.1.png,./products/PlayStation 5 Games699.2.png,./products/PlayStation 5 Games699.3.png,./products/PlayStation 5 Games699.4.png
